id,drug_id,sentence_index,sentences,DI1,DI2,DI3,DI4,DI5,DI6,DI7,DI8,DI9,DI10
1,zoloft.140,1,"weight gain that I cannot shake, but other than that it is much easier staying on an even keel in my PM week, and my family doesn't have to tolerate an anxious B**** who wants nothing but to run away during that week. ",anxious,wants nothing but to run away,,,,,,,,
5,zoloft.141,5,I can tell I get less angry at things and sometimes less sad - the only complaint is not being able to express sadness.,angry,sad,,,,,,,,
2,zoloft.143,2,the irritablility is less than the irritability I had from PMS before taking zoloft.,irritability,,,,,,,,,
3,zoloft.143,3,despite the side effects the medicine works very well for anxiety.,anxiety,,,,,,,,,
3,zoloft.144,3,"Zoloft worked quickly and effectively at first, but eventually the weight gain it caused led to more depression (not to mention other health problems!)",depression,,,,,,,,,
2,zoloft.145,2,I love Zoloft because of the very few side effects and its effectiveness in treating my anxiety and depression.,anxiety,depression,,,,,,,,
2,zoloft.146,2,"It did help me with my depression and suicidal thoughts, but I have gained quite a bit of weight.",depression,suicidal thoughts,,,,,,,,
3,zoloft.149,3,Anxiety was greatly decreased within one hour of taking medication.,anxiety,,,,,,,,,
3,zoloft.150,3,"Works for my form of depression, however it has destroyed my sleeping patterns.",depression,,,,,,,,,
2,zoloft.151,2,"It works well with both the OCD and the depression, but I feel numb: nothing seems to affect my mood in good or bad ways.",OCD,depression,,,,,,,,
4,zoloft.152,4,"Helped the depression only quit taking it because it affected my job (the sleepiness) think it may have helped the anxiety, I remember I was able to cut back on my dosage of xanax.",depression,anxiety,,,,,,,,
2,zoloft.153,2,I've been taking it for 12 years for suicidal depression.,suicidal,depression,,,,,,,,
3,zoloft.153,3,"This drug has worked really well for my depression, and I feel is worth the side effects.",depression,,,,,,,,,
1,zoloft.161,1,"Loss of sex drive, however, the side effects of depression are much worse.",depression,,,,,,,,,
3,zoloft.161,3,Stopped me from thinking about suicide every single day for years.,thinking about suicide,,,,,,,,,
2,zoloft.164,2,It resolved my depession.,depression,,,,,,,,,
5,zoloft.165,5,"I am only on 50mg but my insomnia is gone, my anxiety is under control, and I get depressed less often.",insomnia,anxiety,depressed,,,,,,,
4,zoloft.169,4,Completely silenced the endless tape loop in my head that kept telling me about all the horrible things that would probably happen.,endless tape loop in my head,all the horrible things that would probably happen,,,,,,,,
1,zoloft.175,1,"Over a 10 yr period I have gained 70 lbs Other than that, it helped me with my anxiety attacks and depression.",anxiety attacks,depression,,,,,,,,
3,zoloft.175,3,"I used to have one negative thought that would snowball into two etc So with behavioral therapy and 100 mg a day of Zoloft, I was able to feel at ease.", negative thought,,,,,,,,,
11,zoloft.177,11,"Before this medicine, I could sinkand sink and sink into depression, seemingly without end.",depression,,,,,,,,,
12,zoloft.177,12,"The biggest gift of Zoloft, I'd say, is that it allows me to *think*; those of us severely depressed know that, even worse than the dysthymia, is the inability to read printed matter.",depressed,inability to read printed matter,,,,,,,,
4,zoloft.178,4,I spent over sixty years depressed before.,depressed,,,,,,,,,
6,zoloft.178,6,But in addition to eliminating the depression it also eliminated the highs.,depression,highs,,,,,,,,
6,zoloft.182,6,"I have way more energy, actually crave social situations, when before I preferred solitude, I have a sex drive, and more confidence.",preferred solitude,,,,,,,,,
9,zoloft.182,9,"I still feel, my emotions are not numb (thank God), but I no longer internalize, and foster negative feelings.",negative feelings,,,,,,,,,
2,zoloft.183,2,I had been taking Lexapro for about 5 years and it did little to help my anxiety.,anxiety,,,,,,,,,
1,zoloft.184,1,"None whatsoever, except more and more confidence that my chronic depression will never return.",depression,,,,,,,,,
5,zoloft.184,5,"The older types worked up to a point, but there was always an underlying feeling that depression would emerge, and sometimes it did.",depression,,,,,,,,,
4,zoloft.185,4,I tried a couple other anti-depressants before Zoloft that either made me even more depressed or didn't help at all.,depressed,,,,,,,,,
3,zoloft.190,3,"After a few weeks that ended as well as my crying spells, my hate for life, and my suicidal thoughts.",crying spells, hate for life,suicidal thoughts,,,,,,,
9,zoloft.190,9,I recommend this drug to anyone who needs help dealing with depression.,depression,,,,,,,,,
2,zoloft.191,2,This is a great drug for depression and social anxiety.,depression,social anxiety,,,,,,,,
4,zoloft.191,4,"Before, people always made me nervous, anxious or just uncomfortable in some way.",people always made me nervous,people always made me anxious,people always made me uncomfortable,,,,,,,
6,zoloft.194,6,It did help the depression though.,depression,,,,,,,,,
6,zoloft.197,6,"It's not only controlling my anxiety and depression but it's controlling anger, and my thought process in general.",anxiety,depression,anger,,,,,,,
7,zoloft.197,7,"Before Zoloft I was easily confused, now I can think clearly and control my thoughts.",confused,,,,,,,,,
3,zoloft.198,3,"It prevents the mood swings I used to have, without making me feel spacey.",mood swings,,,,,,,,,
2,zoloft.199,2,Saved my life - it's amazing to go through life without the feeling of dread and hopelessness.,feeling of dread ,hopelessness,,,,,,,,
1,zoloft.200,1,"had much more energy, improvement in grades, felt fully rested every morning, weight loss, incredible improvement in general attitude, much less shy.",shy,improvement in general attitude,,,,,,,,
3,zoloft.200,3,i would suggest zoloft to anyone who has been diagnosed with depression,depression,,,,,,,,,
7,zoloft.203,7,"I battled for a long time if I should seek meds as a solution to my depression, and after one year and one dose increase to 100mg I feel like a person who is on top of my game.",depression,,,,,,,,,
9,zoloft.203,9,I always have the energy and positive attitude to do what I want - not the negative depressed attitude I used to have.,negative depressed attitude,,,,,,,,,
7,zoloft.204,7,I wanted to end my life and zoloft really has helped me kick the depression and suicidal thoughts.,wanted to end my life,depression,suicidal thoughts,,,,,,,
2,zoloft.207,2,Overall not too bad comparing to LEXAPRO and previous paranoid state of mind.,paranoid,,,,,,,,,
3,zoloft.208,3,I went from being a disfunctional depressed person to moderatly happy.,disfunctional,depressed,,,,,,,,
4,zoloft.208,4,I started out at 25 mgs and over the years increased from 100-150)  For me the drug was great and helped with anxiety tremendously.,anxiety,,,,,,,,,
4,zoloft.211,4,"Zoloft, whereas it's not a cure helps to relieve my anxiety/depression or in the worst case helps to make it manageable.",anxiety,depression,,,,,,,,
5,zoloft.211,5,It took away the running tingling sensations running down my arms and neck.,tingling sensations running down my arms and neck,,,,,,,,,
7,zoloft.211,7,I use this in combination with a small dose of Elavil and/or Trazedone to improve sleep (my sleep quality is poor with or without Zolot).,sleep quality is poor,,,,,,,,,
2,zoloft.212,2,Anxiety in beginning just from the thought of taking med because I was already anxious.,anxious,,,,,,,,,
2,zoloft.213,2,"instead of isolating, I feel more at ease socially and I like being with people and feel especially close and grateful for my family,(our pet dogs Joei and Jadie) and loved one.",isolating,,,,,,,,,
3,cymbalta.18,3,Worked very well with minimal side effects but felt my anxiety was starting to get worse.,anxiety,,,,,,,,,
4,cymbalta.38,4,The depression was not as bad as I feel on this medication.,depression,,,,,,,,,
2,cymbalta.40,2,"I was prescribed this medicine to help with depression and anxiety, but the side effects are awful.",depression,anxiety,,,,,,,,
3,cymbalta.47,3,"If that werent enough, it increases anxiety and thus has less value as an anti-depressant.", anxiety,,,,,,,,,
9,cymbalta.47,9,"Consequently, I was placed on anti-depressants to counteract the side effects of pain medication, and also because the constant pain sucked the life out of me.", constant pain,,,,,,,,,
1,cymbalta.49,1,"agitation; hostility; suicidial thoughts; increased pain; increased depression; muscle spasams in legs and feet; dry eye; increased blood pressure; heart palpitations; increased anxiety, etc Switched to Cymbalta because of claims that it helps with pain.",pain,,,,,,,,,
3,cymbalta.50,3,Prescribed Cymbalta and thought it helped overcome depression and anxiety because of job loss.,anxiety,depression,,,,,,,,
6,cymbalta.50,6,Less anxiety and depression but less life.,anxiety,depression,,,,,,,,
5,cymbalta.55,5,"No discernible effect on the depression after 8 weeks at recommended therapeutic dosage of 60 mg/day, at which point we decided that due to the already-present undesirable side effects, it would be a bad idea to try increasing the dose further.",depression,,,,,,,,,
3,cymbalta.64,3,"I went on it to calm me down a bit, I am very anxious, and it has done the opposite.",very anxious,,,,,,,,,
7,cymbalta.65,7,"My feelings of depression, which Cymbalta was supossed to fix, were increased and I found myself contemplating sucidial or destructive actions a lot.",depression,,,,,,,,,
7,cymbalta.69,7,No thoughts of suicide just deeper depression.,suicide,deeper depression,,,,,,,,
9,cymbalta.69,9,"My fatigue and down time is still present, no suicide thoughts but just NO enjoyment in anything.",down time,suicide thoughts,,,,,,,,
5,cymbalta.70,5,"However, the depression and moodiness quickly returned and my psychiatrist decided to try Cymbalta.",depression,moodiness,,,,,,,,
10,cymbalta.70,10,"Further, I suffer from PMS and Prozac was highly effective for relieving those symptoms.",PMS,,,,,,,,,
1,cymbalta.73,1,"changed from effexor, which solved my depression and anxiety, because I started sleeping all of the time after being on it for about 10 months.",depression,anxiety,,,,,,,,
2,cymbalta.74,2,Initially helped with depression but after a while just felt spaced out and tired all the time.,depression,,,,,,,,,
2,cymbalta.75,2,I have given this drug an adequate trial time and I feel that it has not helped my depression.,depression,,,,,,,,,
2,cymbalta.77,2,I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.,burst into tears,,,,,,,,,
6,cymbalta.78,6,After about 4 days on this med I n oticed a definite uplift in my mood and my anxiety was a little lower.,uplift in my mood,anxiety,,,,,,,,
11,cymbalta.78,11,I have to admit that my anxiety is not as bad and my depression is not as bad.,anxiety ,depression,,,,,,,,
12,cymbalta.78,12,I don't cry as much which is a bonus but I do feel like crying at times during the day and I really hoped to be feeling much much better at the 11 week stage.,feel like crying at times,,,,,,,,,
8,cymbalta.83,8,"Yes, it did take the anxiety away, but it's making mashed potatoes out of my brain.",anxiety,,,,,,,,,
4,cymbalta.89,4,I went on Cymbalta for my Depression/Fibromyalgia.,Depression,Fibromyalgia,,,,,,,,
5,cymbalta.89,5,I also have Chronic Fatigue Syndrome so my Dr. was hoping it would lift my depression and help me to regulate my sleep cycle and get up earlier in the morning.,depression,regulate my sleep cycle,get up earlier in the morning,,,,,,,
10,cymbalta.89,10,The one thing I did notice is it controlled my ruminating which was a bit of a relief.,ruminating,,,,,,,,,
1,cymbalta.90,1,"Less depression, although still had low-moderate level at times, but couldn't ""feel"" much of anything.",depression,,,,,,,,,
2,cymbalta.92,2,"I thought this was supposed to help depression, I think it made it worse!",depression,,,,,,,,,
2,cymbalta.94,2,"I'm in the middle of weaning from Effexor XR and adding Cymbalta, since becoming more depressed and anxious recently.",depressed,anxious,,,,,,,,
5,cymbalta.94,5,"My doctor recommended switching the Eff to Cymbalta, because of this deeper, developing depression.",depression,,,,,,,,,
2,cymbalta.95,2,"For the first 3 weeks, life was getting a lot easier and I started to hope that I was going to come out of that long tunnel of depression.",depression,,,,,,,,,
13,cymbalta.95,13,It really works great on depression.,depression,,,,,,,,,
7,cymbalta.98,7,"Also, it seems as though this drug isn't a great treatment for anything other than depression/axiety.",depression,axiety,,,,,,,,
2,cymbalta.99,2,Really worked great on my general pain & depression.,general pain,depression,,,,,,,,
3,cymbalta.99,3,"Had it not been for the one side effect, I'd likely have continued it indefinitely for Fibro Pain & Depression.",Fibro Pain,depression,,,,,,,,
2,cymbalta.102,2,it helps w/the depression but I still feel pretty lousy - just bounce back a little easier,depression,,,,,,,,,
8,cymbalta.104,8,"Cymbalta has helped with depression, but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.",depression,,,,,,,,,
8,cymbalta.105,8,It helps depression but beware of the horrible withdrawals.,depression,,,,,,,,,
3,cymbalta.111,3,"I have found Cymbalta to be helpful in reducing my anxiety, but not as effective for my chronic depression.",anxiety,,,,,,,,,
4,cymbalta.111,4,"Before, I was starting to drink a glass or 2 of wine at night to reduce my anxiety.",anxiety,,,,,,,,,
5,cymbalta.111,5,Now I don't feel any need to drink to reduce anxiety anymore.,anxiety,,,,,,,,,
6,cymbalta.111,6,"As for depression, I took prozac years ago, and found that much more effective in eliminating my depression.",depression,depression,,,,,,,,
10,cymbalta.120,10,"The drug has helped with the depression, however the side effects are awful.",depression,,,,,,,,,
3,cymbalta.124,3,and i saw no differneces in my depression but my mom said i was a little happier.,depression,,,,,,,,,
2,cymbalta.125,2,Cymbalta definitely helped with the depression., depression,,,,,,,,,
4,cymbalta.125,4,"It's been somewhat effective with the anxiety, but I find valium works much better for that.",anxiety,,,,,,,,,
6,cymbalta.128,6,"I like the overall way I feel - not too pumped up but not depressed, but the lack of sleep has led me to yet another failed medication.",depressed,,,,,,,,,
2,cymbalta.129,2,Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week.,depression,,,,,,,,,
4,cymbalta.130,4,Pain in minimal though and I feel less anxious and depressed.,pain,anxious , depressed,,,,,,,
3,cymbalta.131,3,I tried Cymbalta at difference dosages and my general impression when I was taking 30mg and later 60mg day was that Cymbalta helped a great deal for my anxiety- I just felt in control again and stupid chores didn't seem like such a big deal anymore.,felt in control again,stupid chores didn't seem like such a big deal,,,,,,,,
7,cymbalta.131,7,"Despite helping with anxiety, I just didn't feel like my mood was lifted sufficiently and that I almost didn't feel like myself anymore- almost just too calm (where I like certain of my manic traits).",anxiety,didn't feel like my mood was lifted sufficiently,manic,,,,,,,
2,cymbalta.133,2,"it only somewhat works,i still need to take buspar to help relieve residual anxiety",residual anxiety,,,,,,,,,
8,cymbalta.134,8,"However, I have no anxiety while taking the medication.",anxiety,,,,,,,,,
10,cymbalta.134,10,Helped me with anxiety.,anxiety,,,,,,,,,
3,cymbalta.136,3,"But after my body adjusted, I did notice quite a difference in my anxiety, and length of dressions bouts.", dressions bouts,anxiety,,,,,,,,
3,cymbalta.142,3,Cymbalta has helped quite a bit (along with therapy and some life style changes) to help me get through depression.,depression,,,,,,,,,
5,cymbalta.143,5,Coming out of such a paralyzing depression is worth it!,paralyzing depression,,,,,,,,,
2,cymbalta.144,2,It has worked exceptionally well for my depression.,depression,,,,,,,,,
3,cymbalta.145,3,For those people who do not understand why anyone would take these drugs with all the side effects YOU HAVE NEVER SUFFERED REAL DEPRESSION.,DEPRESSION,,,,,,,,,
5,cymbalta.150,5,All the anxiety and doom and gloom have just dissappeared.,doom,gloom,,,,,,,,
1,cymbalta.153,1,"HOrrible migraines but i have had migraines since early childhood,This medicine just caused more frequency and higher degree of pain with headaches,Best medicine for depression that i had ever taken and worked instantly.",depression,,,,,,,,,
3,cymbalta.154,3,I feel like i did before the depression ever happened.,depression,,,,,,,,,
4,cymbalta.156,4,Up until now I have been taking Endep for the pain and neuropathy and Citropalapram for depression.,pain,neuropathy,depression,,,,,,,
8,cymbalta.156,8,"Having said that also, it saved my life as I was so bad before taking the drugs all I wanted to do was die to stop the dark depression and pain, so I think I have done well.",dark depression,pain,,,,,,,,
12,cymbalta.159,12,"Much improvement from the suicidal ideation, dysphoria, depression.",suicidal ideation, dysphoria, depression,,,,,,,
17,cymbalta.159,17,"For me, i noticed within 2 days that the rumination was all but ceased.",rumination,,,,,,,,,
2,cymbalta.160,2,"I had intense headaches for the first 3 days of taking Cymbalta, but then the depression ""fog"" cleared and I felt much less weighed down by my thoughts.",depression,weighed down by my thoughts,,,,,,,,
5,cymbalta.160,5,"Overall, I have felt more like myself & much less depressed, but occassionally when I experience a setback, I don't dwell as much on my sad thoughts.",depressed,dwell on my sad thoughts,,,,,,,,
3,cymbalta.161,3,My depression has lifted a lot and the obsessive thinking about my breakup has diminished greatly.,depression,obsessive thinking,,,,,,,,
3,cymbalta.162,3,"I know longer feel tired in the afternoons, I no longer cry at the drop of a hat and I feel alert and focused.",feel tired,cry,,,,,,,,
4,cymbalta.162,4,"Prior to taking this, I was a trembling, sappy mess who could not think about holding a job.",trembling,could not think about holding a job,,,,,,,,
8,cymbalta.164,8,I don't feel as tired and I have not had all of the food cravings that I usually have.,tired,food cravings,,,,,,,,
7,cymbalta.166,7,After 7 months I do not feel any depression or anxiety but am not sure if I even need it anymore either.,depression,anxiety,,,,,,,,
5,cymbalta.169,5,"I feel that it IS still working for the joint pain and somewhat for the depression, however, not as well as it was and I'd rather not increase the dosage.", joint pain,depression,,,,,,,,
8,cymbalta.169,8,I choose to stay on Cymbalta because of it's wonderful help with my joint pain., joint pain,,,,,,,,,
10,cymbalta.169,10,I had no idea that it was used for fibromyalgia patients and the lack of pain was noticed before the help with the depression.,pain,depression,,,,,,,,
3,cymbalta.171,3,"I have relief from major depression, anxiety, suicidal thoughts are becoming fewer, I also take 200 mg of zoloft which I find to be less affective compared to cymbalta.",major depression,anxiety,suicidal thoughts,,,,,,,
5,cymbalta.171,5,I was Determined NOT to remain depressed so I first tried 1/2mg ativan followed by an additional dose of 60 mg of cymbalta.,depressed,,,,,,,,,
6,cymbalta.171,6,Gradually over 3 hrs the heavy dark shroud of miserable depression began to fall away., miserable depression,,,,,,,,,
8,cymbalta.171,8,NO DEPRESSION.,DEPRESSION,,,,,,,,,
14,cymbalta.171,14,"I will accept the annoying side affects if cymbalta continues to keep the grim reaper, depression and anxiety, OUT of lifejourney.",depression,anxiety,,,,,,,,
1,cymbalta.172,1,"Immediately gave relief of peace, loss of depression, no more sadness, and overall terrible body pain disappeared.",sadness,body pain,,,,,,,,
4,cymbalta.173,4,I noticed a major improvement in my depression after 2 weeks.,depression,,,,,,,,,
7,cymbalta.173,7,This is the 4th antidepressant I've tried in the past 6 months & the first to give me any relief from my depression.,depression,,,,,,,,,
7,cymbalta.174,7,"To sum it up, Cymbalta is a good medicine to try if nothing else is helping and especially if you have fibro and depression.",fibro,depression,,,,,,,,
3,cymbalta.176,3,"It has been powerful at curing anxiety, depression and mental clutter.",anxiety,depression,mental clutter,,,,,,,
7,cymbalta.177,7,I have found that this has helped my depression and anxiety very much.,depression,anxiety,,,,,,,,
8,cymbalta.177,8,"I no longer have suicidal thoughts (which i had lived with for fifteen years), I no longer am extremely anxious and negative.",extremely anxious,negative,suicidal thoughts,,,,,,,
10,cymbalta.177,10,Am looking at changing my meds (I also take a small dose of Lamictal every day) as I am very unmotivated and slightly depressed at the moment but I think t could be to do with my life circumstances which aren't great right now.,slightly depressed,unmotivated,,,,,,,,
2,cymbalta.179,2,"Works great for my depression, but caused excessive hunger leading to a 30 lb weight gain in 2 years.",depression,,,,,,,,,
1,cymbalta.183,1,"On 60 mg, took away depression, took away anger 'Lizzie Borden' complex.",depression,anger,,,,,,,,
2,cymbalta.183,2,"On 120 mg 11 months later, depression has lifted and general anxiety has decreased overall, but I feel like I am always 'shaking' and 'cannot breathe', and I cannot sleep any longer than 3 hours per night.",depression,general anxiety,,,,,,,,
4,cymbalta.183,4,It also greatly lessened what I have heard called the 'Lizzy Borden' complex ( extreme anger and outbursts).,extreme anger,outbursts,,,,,,,,
5,cymbalta.183,5,"I am bi-polar, and have also taken Lamictal 100 mg once per day on and off in the past.",bi-polar,,,,,,,,,
1,cymbalta.185,1," Despite its side effects, I find cymbalta the best choice for Depression, Anhedonia and Insomnia due to GAD.",Depression,anhedonia,insomnia,GAD,,,,,,
2,cymbalta.185,2,My GAD controlled my life since I couldn't handle any stressful situation but thanks to duloxetine I can have a normal life again I enjoy playing videogames/watching movies again.,GAD,couldn't handle any stressful situation,,,,,,,,
3,cymbalta.185,3,I can go out with friends again without suffering extreme anxiety I can sleep at night easily and naturally Overall it's a very good drug.,extreme anxiety,,,,,,,,,
3,cymbalta.188,3,"Both my depression and anxiety have abated significantly, though there is some of both left (plus the tiredness, which I suspect could be depression-related).",depression,anxiety,tiredness,,,,,,,
7,cymbalta.190,7,I have fewer panic attacks.,panic attacks,,,,,,,,,
8,cymbalta.190,8,I don't get mad as easily as I did at my kids.,get mad ,,,,,,,,,
6,cymbalta.191,6,I don't explode when something stressful happens .,explode when something stressful happens,,,,,,,,,
5,cymbalta.192,5,I sometimes supplement with Lexapro 20mg if my depression or anxiety increases for more than a couple of weeks.,depression,anxiety,,,,,,,,
3,cymbalta.193,3,I was already taking Wellbutrin but the depression was the worst I had ever had and doctor added the cymbalta 30 mg a day.,depression,,,,,,,,,
6,cymbalta.194,6,Originally I was put on it with a view to ceasing after 6 months but I was terrified I'd revisit the horrible depression and anxiety so I stayed on it.,horrible depression,anxiety,,,,,,,,
2,cymbalta.196,2,love love love this medicine its made a tremendous difference in my life it doesnt really do anything for my pain but helps alot for my depression and moods.,depression,,,,,,,,,
2,cymbalta.199,2,"been on 120mg for 12 months, from being suicidal am now back at work full time, feeling normal again other than the side effects.",suicidal,,,,,,,,,
3,cymbalta.200,3,Cymbalta has definately helped me with nerve/muscle pain and with depression.,nerve/muscle pain,depression,,,,,,,,
5,cymbalta.202,5,Controls worst of my depression and anxiety.,depression,anxiety,,,,,,,,
2,cymbalta.204,2,I started taking Cymbalta for depression and also pain from interstitial cystitis and vulvodynia.,depression,pain,interstitial cystitis,vulvodynia,,,,,,
2,cymbalta.205,2,It has really helped with my depression.,depression,,,,,,,,,
1,cymbalta.206,1,been great for depression.,depression,,,,,,,,,
4,cymbalta.206,4,No longer on an emotional rollercoaster.,emotional rollercoaster,,,,,,,,,
5,cymbalta.206,5,"When I wake up sad, I don't spiral into a full blown depression.",full blown depression,,,,,,,,,
2,cymbalta.207,2,Really has helped my depression and know that I am a much happier person taking it but I HATE the weight gain and constipation.,depression,,,,,,,,,
3,cymbalta.208,3,THOUGHT I WAS GOING TO DIE UNTIL I STARTED TAKING CYBALTA.,WAS GOING TO DIE ,,,,,,,,,
6,cymbalta.208,6,"CHEST PAINS STARTED TO GO AWAY, MY BREATHING RETURNED TO NORMAL, WASNT CONSTANTLY WORRYING ABOUT MY HEALTH AND NOW AFTER 3 WEEKS OF TAKING IT I FEEL GREAT.",chest pains,breathing returned to normal,constanly worrying about my health,,,,,,,
2,cymbalta.209,2,Immediate relief from depression on the second afternoon.,depression,,,,,,,,,
7,cymbalta.210,7,For the first two weeks I had to take xanax every now and then until the cymbalta built up in my system to fight the anxiety.,anxiety,,,,,,,,,
9,cymbalta.210,9,"My mood is better, the anxiety is gone.",mood is better,anxiety,,,,,,,,
2,cymbalta.211,2,Was finally prescribed this after many years of depression.,depression,,,,,,,,,
7,cymbalta.214,7,"I went from having explosive mood swings, to being more easygoing and stable.",explosive mood swings,more easygoing ,more stable,,,,,,,
9,cymbalta.214,9,I feel less needy and fearful of abandonment.,fear of abandonment,needy,,,,,,,,
5,cymbalta.215,5,I think Cymbalta eased my osteoarthritis pain a great deal., osteoarthritis pain,,,,,,,,,
6,cymbalta.219,6,"Fibro pain greatly reduced, energy up, sleep and dreaming wonderful after many years of not much of either.",sleep and dreaming wonderful after many years of not much of either,Fibro pain,,,,,,,,
15,cymbalta.221,15,I am slowly getting my life back from severe depression.,severe depression,,,,,,,,,
20,cymbalta.221,20,"I've suffered with PMDD for years, and I always know when I am about to start when the PMDD starts up.",PMDD,,,,,,,,,
21,cymbalta.221,21,"I can get so depressed right before my period that I would be downright suicidal, cry uncontrollably, have passive aggressive tendencies, and that is gone.",suicidal,cry uncontrollably,passive aggressive tendencies,depressed,,,,,,
8,cymbalta.222,8,"I've suffered from GAD for quite a long time, and this drug works wonders.",GAD,,,,,,,,,
9,cymbalta.222,9,Things that I would obsess over before no longer are a concern.,Things that I would obsess,,,,,,,,,
2,cymbalta.223,2,After the two weeks the neuropathy pain subsided and had a loss of appetite which was a good thing for me.,neuropathy pain,,,,,,,,,
6,cymbalta.223,6,In the past I have taken zoloft which I could not tell that it helped with the depression.,depression,,,,,,,,,
7,cymbalta.223,7,My Doctor which me to cymbalta because of the neuropathy pain I was having.,neuropathy pain,,,,,,,,,
3,cymbalta.224,3,It has GREATLY reduced my level of anxiety and depression.,anxiety,depression,,,,,,,,
3,cymbalta.227,3,"After discussing this drug at great length with my Pdoc, reviewing the research, looking at brain scans etc, we decided this was my best option for managing PTSD symptoms associated with childhood s*xual abuse.",PTSD,,,,,,,,,
5,cymbalta.227,5,"Since switching to Cymbalta, my depression & anxiety are very well managed.",depression,anxiey,,,,,,,,
2,cymbalta.228,2,Worked great on depression.,depression,,,,,,,,,
3,cymbalta.228,3,Waiting for it to kick in fully for anxiety.,anxiety,,,,,,,,,
3,cymbalta.229,3,"My anxiety levels are down,I'm calm,mental clutter is gone,sleeping better.",anxiety,mental clutter,sleeping better,,,,,,,
4,cymbalta.229,4,Muscle pain from fibromalgia is reduced.,fibromyalgia,Muscle pain,,,,,,,,
5,cymbalta.229,5,Depression is gone.,Depression,,,,,,,,,
4,cymbalta.230,4,"After 2 weeks on this drug, the pain is gone.",pain,,,,,,,,,
5,cymbalta.230,5,I am also free of anxiety and my depression is lifting.,anxiety,depression,,,,,,,,
2,cymbalta.231,2,Saved both myself and my daughter from deep depression pretty quickly., deep depression,,,,,,,,,
2,EffexorXR.3,2,Sure it helps depression because it makes you not give a rats ass about anything!,depression,,,,,,,,,
2,EffexorXR.4,2,"The effexor worked great at first and then slowly i started to sleep more and feel more and more depressed, I also started having weird behavior.",depressed,,,,,,,,,
1,EffexorXR.5,1,"constipation, drastic mood swings, 100% helped my anxiety and panic.",anxiety,panic,,,,,,,,
2,EffexorXR.11,2,"At first it was okay because I didn't feel as anxious as I usually did, Eventually, I began to have hand shakes and once in a while my body feels out of sync.",anxious,,,,,,,,,
3,EffexorXR.11,3,"I no have problems with anemia because I am always bleeding,Dr's have not suggested effexor as the culprit, but it is the only medicine I take and it will not go away.",anemia,,,,,,,,,
6,EffexorXR.12,6,"i USED TO FEEL WORRY, ANXIETY, DEPRESSION, NOW I FEEL NOTHING BUT ANGER TO THE SO CALLED PRO THAT PERSCRIBBED THIS",WORRY,anxiety,depression,,,,,,,
2,EffexorXR.14,2,I began The Drug From The Lower Pits Of Hell on the advice of my female OB/GYN who pushed it as something to help me through menopause difficulties.,menopause,,,,,,,,,
1,EffexorXR.23,1,Effexor was awesome for relieving my depression!,depression,,,,,,,,,
5,EffexorXR.23,5,"If a person knew how awful the withdrawal was, they would keep searching for other answers to their depression.",depression,,,,,,,,,
4,EffexorXR.28,4,"2 months ago, started on EFFEXOR XR 75mg depression kept getting worse moved up to 150mg, more stable, dont cry any more.",more stable,cry,,,,,,,,
5,EffexorXR.43,5,Not a good suggestion for depression. ,depression.,,,,,,,,,
5,EffexorXR.44,5,The depression wasn't as bad as the drug !,depression,,,,,,,,,
7,EffexorXR.45,7,The Effexor did work for my depression while taking Lamictal.,depression,,,,,,,,,
4,EffexorXR.48,4,I was only mildly depressed and had I known then what I know now about the withdrawals I never would have taken this.,mildly depressed,,,,,,,,,
1,EffexorXR.61,1,"Please do not take this drug, I started taking it for depression and after just 5 days my hair has fallen out at the front I now have a huge bald patch.",depression,,,,,,,,,
2,EffexorXR.68,2,"it helped with my depression and some with my anxiety, but i gained 35 lbs!",depression,anxiety,,,,,,,,
3,EffexorXR.71,3,I would really caution anyone who wants to begin any drug for depression without first finding out all the facts of this medicine.,depression,,,,,,,,,
2,EffexorXR.77,2,"I confused the awful side effects for feeling more depressed & more anxious, so my doctor upped my dose.",depressed,anxious,,,,,,,,
11,EffexorXR.77,11,The only good thing that's happened from taking it is now I realize my anxiety & depression are not as insurmountable as I thought - being on Effexor IS!,anxiety,depression,,,,,,,,
3,EffexorXR.78,3,"It helped anxiety slightly, but made my depression worse in my eyes.",anxiety,depression,,,,,,,,
3,effexorXR.91,3,"It definitely alleviated my suicidal thoughts and after 2 months, I felt I was in a grey area rather than deep black.",suicidal thoughts,deep black,,,,,,,,
2,effexorXR.92,2,Intially worked great for pain.,pain,,,,,,,,,
5,effexorXR.93,5,"I stoped hating myself, and depression subsided.",hating myself,depression,,,,,,,,
12,effexorXR.93,12,i still have anxiety; no panic attacks.,panic attacks,,,,,,,,,
5,effexorXR.96,5,my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.,excessive worrying,feeling sad,pessimistic,,,,,,,
8,effexorXR.96,8,This is the first time I have been treated medically for depression and I have not been diagnosed by a specialist.,depression,,,,,,,,,
2,effexorXR.99,2,"It has helped my depression, but I hate the weight gain, and I have a constant feeling/need to eat.",depression,,,,,,,,,
7,effexorXR.99,7,"Its great for depression and anxiety, but I would not recommed it due to the horrible side effects and withdrawl symptoms.",depression,anxiety,,,,,,,,
